#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
34.1122152;7.0490922;8.9002681;1.5722665;0.0077144;4.0000000;0.0000000
34.3117019;6.8496060;8.8998588;1.5732413;0.0022021;4.0000000;0.0000000
34.5111885;6.6501200;8.8993347;1.5735687;0.0010692;4.0000000;0.0000000
34.7106751;6.4506342;8.8987703;1.5736326;-0.0004151;4.0000000;0.0000000
34.9101618;6.2511483;8.8982196;1.5734479;-0.0014177;4.0000000;0.0000000
35.1096484;6.0516623;8.8977208;1.5731350;-0.0017052;4.0000000;0.0000000
35.3091351;5.8521761;8.8972863;1.5728242;-0.0013916;4.0000000;0.0000000
35.5086217;5.6526899;8.8969022;1.5726553;-0.0003204;4.0000000;0.0000000
35.7081083;5.4532035;8.8965361;1.5726152;-0.0000891;4.0000000;0.0000000
35.9075950;5.2537172;8.8961760;1.5725834;-0.0002267;4.0000000;0.0000000
36.1070816;5.0542309;8.8958239;1.5725400;-0.0002097;4.0000000;0.0000000
36.3065682;4.8547446;8.8954804;1.5724956;-0.0002354;4.0000000;0.0000000
36.5060549;4.6552582;8.8951462;1.5724471;-0.0002505;4.0000000;0.0000000
36.7055415;4.4557718;8.8948219;1.5723961;-0.0002609;4.0000000;0.0000000
36.9050282;4.2562854;8.8945080;1.5723431;-0.0002707;4.0000000;0.0000000
37.1045148;4.0567990;8.8942049;1.5722884;-0.0002778;4.0000000;0.0000000
37.3040014;3.8573126;8.8939129;1.5722323;-0.0002840;4.0000000;0.0000000
37.5034881;3.6578262;8.8936321;1.5721751;-0.0002900;4.0000000;0.0000000
37.7029747;3.4583397;8.8933628;1.5721168;-0.0002945;4.0000000;0.0000000
37.9024614;3.2588532;8.8931053;1.5720577;-0.0002973;4.0000000;0.0000000
38.1019480;3.0593668;8.8928596;1.5719977;-0.0003043;4.0000000;0.0000000
38.3014346;2.8598803;8.8926261;1.5719361;-0.0003139;4.0000000;0.0000000
38.5009213;2.6603937;8.8924051;1.5718722;-0.0003265;4.0000000;0.0000000
38.7004079;2.4609072;8.8921970;1.5718056;-0.0003411;4.0000000;0.0000000
38.8998946;2.2614207;8.8920026;1.5717356;-0.0003611;4.0000000;0.0000000
39.0993812;2.0619341;8.8918226;1.5716611;-0.0003851;4.0000000;0.0000000
39.2988678;1.8624475;8.8916579;1.5715817;-0.0004116;4.0000000;0.0000000
39.4983545;1.6629610;8.8915099;1.5714933;-0.0004750;4.0000000;0.0000000
39.6978411;1.4634744;8.8913812;1.5713853;-0.0006088;4.0000000;0.0000000
39.8973277;1.2639877;8.8912758;1.5712643;-0.0006014;4.0000000;0.0000000
40.0968144;1.0645011;8.8911939;1.5711509;-0.0005350;4.0000000;0.0000000
40.2963010;0.8650145;8.8911336;1.5710486;-0.0004912;4.0000000;0.0000000
40.4957877;0.6655279;8.8910926;1.5709560;-0.0004369;4.0000000;0.0000000
40.6952743;0.4660412;8.8910694;1.5708700;-0.0004263;4.0000000;0.0000000
40.8947609;0.2665546;8.8910631;1.5707864;-0.0004118;4.0000000;0.0000000
41.0942476;0.0670680;8.8910732;1.5707047;-0.0004081;4.0000000;0.0000000
41.2937342;-0.1324187;8.8910996;1.5706237;-0.0004037;4.0000000;0.0000000
41.4932209;-0.3319053;8.8911420;1.5705450;-0.0003842;4.0000000;0.0000000
41.6927075;-0.5313920;8.8911996;1.5704704;-0.0003646;4.0000000;0.0000000
41.8921941;-0.7308786;8.8912717;1.5704000;-0.0003411;4.0000000;0.0000000
42.0916808;-0.9303652;8.8913574;1.5703345;-0.0003152;4.0000000;0.0000000
42.2911674;-1.1298518;8.8914556;1.5702744;-0.0002872;4.0000000;0.0000000
42.4906540;-1.3293384;8.8915653;1.5702201;-0.0002577;4.0000000;0.0000000
42.6901407;-1.5288250;8.8916852;1.5701717;-0.0002274;4.0000000;0.0000000
42.8896273;-1.7283116;8.8918141;1.5701294;-0.0001967;4.0000000;0.0000000
43.0891140;-1.9277982;8.8919509;1.5700932;-0.0001663;4.0000000;0.0000000
43.2886006;-2.1272848;8.8920942;1.5700629;-0.0001369;4.0000000;0.0000000
43.4880872;-2.3267714;8.8922431;1.5700384;-0.0001091;4.0000000;0.0000000
43.6875739;-2.5262580;8.8923963;1.5700192;-0.0000835;4.0000000;0.0000000
43.8870605;-2.7257445;8.8925528;1.5700048;-0.0000608;4.0000000;0.0000000
