#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
42.7433539;9.7157804;8.3294092;0.7057887;0.4850090;3.6393369;-2.8149448
42.9430892;9.5787656;8.4746191;0.8092671;0.5543896;3.4814200;-2.5686938
43.1428245;9.4265493;8.6037807;0.9274459;0.6276770;3.3307909;-2.5322606
43.3425598;9.2593979;8.7128806;1.0597665;0.6940626;3.1753117;-2.5151357
43.5422951;9.0788152;8.7977735;1.2053174;0.7657210;3.0129523;-2.4692296
43.7420304;8.8874623;8.8540564;1.3677542;0.8721497;2.8445556;-2.0800659
43.9417657;8.6893501;8.8762256;1.5561147;1.0253317;2.6945448;-0.6937203
44.1415010;8.4908573;8.8574656;1.7819527;1.2644585;2.6426220;-0.0139930
44.3412363;8.3033754;8.7901388;2.0514493;1.3628818;2.6415641;-0.0139930
44.5409716;8.1407391;8.6748246;2.3208048;1.2957098;2.6405059;0.4619780
44.7407069;8.0127910;8.5217596;2.5599251;1.0217546;2.6752230;2.1831363
44.9404422;7.9189043;8.3458873;2.7333841;0.7314867;2.8335343;3.6208532
45.1401775;7.8518891;8.1582627;2.8583004;0.5519692;3.0782042;4.2609021
45.3399128;7.8056969;7.9642153;2.9516104;0.3777614;3.3432688;5.2651778
45.5396481;7.7743057;7.7672327;3.0098901;0.2076533;3.6442736;5.2733675
45.7393834;7.7519006;7.5690580;3.0481822;0.1938878;3.9226630;1.5338173
45.9391187;7.7375678;7.3690689;3.0959417;0.3077248;4.0000000;0.0000000
46.1388540;7.7356977;7.1691044;-3.1099311;0.4516067;4.0000000;0.0000000
46.3385893;7.7504127;6.9700810;-3.0341393;0.2366781;4.0000000;0.0000000
46.5383246;7.7759239;6.7710890;-2.9906805;0.2973492;4.0000000;0.0000000
46.7380599;7.8123262;6.5759519;-2.9247669;0.2835183;4.0000000;0.0000000
46.9377952;7.8590101;6.3819840;-2.8960778;-0.0038623;4.0000000;0.0000000
47.1375305;7.9068694;6.1876239;-2.9046961;-0.0440026;4.0000000;-0.7288064
47.3372658;7.9524500;5.9933121;-2.9207389;-0.1273240;3.9634408;-5.8631560
47.5370011;7.9927228;5.7978814;-2.9611177;-0.2748358;3.6560504;-2.4816965
47.7367364;8.0214100;5.6001692;-3.0439231;-0.5699335;3.5178602;-2.4636329
47.9364717;8.0290247;5.4006077;3.1189921;-0.6205857;3.3750839;-1.9762502
48.1362070;8.0115739;5.2018158;2.9858987;-0.7126200;3.2560309;-1.6134216
48.3359423;7.9661946;5.0075065;2.8356997;-0.7950556;3.1555068;-1.5821623
48.5356776;7.8909185;4.8227236;2.6723459;-0.8415766;3.0537183;-1.4753738
48.7354129;7.7860222;4.6529884;2.5035424;-0.8516117;2.9556433;-1.9902019
48.9351482;7.6537546;4.5036788;2.3276447;-0.9127051;2.8179425;-0.0159113
49.1348835;7.4959589;4.3818104;2.1192248;-1.1985717;2.8168145;-0.0159113
49.3346188;7.3148070;4.2987240;1.8860068;-1.1205522;2.8156860;0.6102649
49.5343541;7.1197465;4.2572913;1.6810151;-0.9265261;2.8586484;1.9221608
49.7340894;6.9203124;4.2527568;1.5108664;-0.7805204;2.9899360;2.5144407
49.9338247;6.7225457;4.2792938;1.3684696;-0.6451799;3.1534366;3.0742851
50.1335600;6.5298337;4.3312778;1.2494577;-0.5460120;3.3424914;3.3874134
50.3332953;6.3439795;4.4041229;1.1474224;-0.4759795;3.5391272;3.5230385
50.5330306;6.1659559;4.4944643;1.0562706;-0.4375538;3.7326628;3.3857232
50.7327659;5.9965175;4.6001019;0.9710378;-0.4163661;3.9096379;1.7891974
50.9325012;5.8364125;4.7194630;0.8899518;-0.3969431;4.0000000;0.0000000
51.1322365;5.6862862;4.8511600;0.8117839;-0.3845143;4.0000000;0.0000000
51.3319718;5.5465805;4.9938605;0.7391899;-0.3425299;4.0000000;0.0000000
51.5317070;5.4169302;5.1457767;0.6752260;-0.3010937;4.0000000;0.0000000
51.7314423;5.2968596;5.3053598;0.6147006;-0.3036415;4.0000000;0.0000000
51.9311776;5.1864514;5.4717704;0.5582869;-0.2610079;4.0000000;0.0000000
52.1309129;5.0848495;5.6437128;0.5105978;-0.2170822;4.0000000;0.0000000
52.3306482;4.9908668;5.8199380;0.4703059;-0.1860849;4.0000000;0.0000000
52.5303835;4.9034045;5.9994946;0.4378020;-0.1394228;4.0000000;0.0000000
52.7301188;4.8210365;6.1814491;0.4135755;-0.1030488;4.0000000;0.0000000
52.9298541;4.7423671;6.3650364;0.3976701;-0.0561507;4.0000000;0.0000000
53.1295894;4.6657952;6.5495105;0.3905906;-0.0146863;4.0000000;0.0000000
53.3293247;4.5897470;6.7342016;0.3920930;0.0297606;4.0000000;0.0000000
53.5290600;4.5125980;6.9184347;0.4025574;0.0750303;4.0000000;0.0000000
53.7287953;4.4327056;7.1014924;0.4219358;0.1190057;4.0000000;0.0000000
53.9285306;4.3484820;7.2825943;0.4501692;0.1637075;4.0000000;0.0000000
54.1282659;4.2583743;7.4608363;0.4875144;0.2102393;4.0000000;0.0000000
54.3280012;4.1609422;7.6351761;0.5328474;0.2436663;4.0000000;0.0000000
54.5277365;4.0554074;7.8047321;0.5802017;0.2307002;4.0000000;0.0000000
54.7274718;3.9420959;7.9691937;0.6264443;0.2323556;4.0000000;0.0000000
54.9272071;3.8213629;8.1282882;0.6713841;0.2176971;4.0000000;0.0000000
55.1269424;3.6938567;8.2820107;0.7128287;0.1974358;4.0000000;0.0000000
55.3266777;3.5602672;8.4304786;0.7527170;0.2021332;4.0000000;0.0000000
55.5264130;3.4206584;8.5732978;0.7964788;0.2359851;4.0000000;0.0000000
55.7261483;3.2745888;8.7094975;0.8445341;0.2450058;4.0000000;0.0000000
55.9258836;3.1222251;8.8386214;0.8897875;0.2083605;4.0000000;0.0000000
56.1256189;2.9645993;8.9612733;0.9282380;0.1769272;4.0000000;0.0000000
56.3253542;2.8026525;9.0781637;0.9626535;0.1677328;4.0000000;0.0000000
56.5250895;2.6368566;9.1895283;0.9958980;0.1651531;4.0000000;0.0000000
56.7248248;2.4674747;9.2953593;1.0287171;0.1634987;4.0000000;0.0000000
56.9245601;2.2947230;9.3955955;1.0613529;0.1633222;4.0000000;0.0000000
57.1242954;2.1187903;9.4901376;1.0940739;0.1642721;4.0000000;0.0000000
57.3240307;1.9398565;9.5788693;1.1267715;0.1630887;4.0000000;0.0000000
57.5237660;1.7581335;9.6617391;1.1590063;0.1597453;4.0000000;0.0000000
57.7235013;1.5738569;9.7387644;1.1906773;0.1574292;4.0000000;0.0000000
57.9232366;1.3872480;9.8099544;1.2219598;0.1558304;4.0000000;0.0000000
58.1229719;1.1985139;9.8753029;1.2529272;0.1542876;4.0000000;0.0000000
58.3227072;1.0078552;9.9348038;1.2836184;0.1530564;4.0000000;0.0000000
58.5224425;0.8154666;9.9884490;1.3140774;0.1519582;4.0000000;0.0000000
58.7221778;0.6215386;10.0362313;1.3443196;0.1508789;4.0000000;0.0000000
58.9219131;0.4262589;10.0781496;1.3743356;0.1496852;4.0000000;0.0000000
59.1216484;0.2298136;10.1142136;1.4040873;0.1482276;4.0000000;0.0000000
59.3213837;0.0323870;10.1444490;1.4335124;0.1464069;4.0000000;0.0000000
59.5211190;-0.1658390;10.1689021;1.4625244;0.1440795;4.0000000;0.0000000
59.7208543;-0.3646863;10.1876456;1.4910030;0.1410603;4.0000000;0.0000000
59.9205896;-0.5639826;10.2007846;1.5188005;0.1372947;4.0000000;0.0000000
60.1203249;-0.7635644;10.2084547;1.5458428;0.1336414;4.0000000;0.0000000
60.3200602;-0.9632803;10.2107800;1.5724303;0.1326695;4.0000000;0.0000000
60.5197955;-1.1629876;10.2078052;1.5989641;0.1330130;4.0000000;0.0000000
60.7195308;-1.3625455;10.1995284;1.6255372;0.1336882;4.0000000;0.0000000
60.9192661;-1.5618065;10.1858620;1.6533970;0.1449955;4.0000000;0.0000000
61.1190014;-1.7605905;10.1664631;1.6829531;0.1505780;4.0000000;0.0000000
61.3187367;-1.9587063;10.1411379;1.7128698;0.1491890;4.0000000;0.0000000
61.5184720;-2.1559759;10.1099022;1.7428611;0.1513038;4.0000000;0.0000000
