#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
21.8649886;2.0524762;2.2775687;1.3803761;0.0585358;4.0000000;0.0000000
22.0637613;1.8570499;2.3138810;1.3946790;0.0854489;4.0000000;0.0000000
22.2625339;1.6610359;2.3468653;1.4144015;0.1130369;4.0000000;0.0000000
22.4613065;1.4643329;2.3754397;1.4395770;0.1402650;4.0000000;0.0000000
22.6600791;1.2669118;2.3985150;1.4702326;0.1682502;4.0000000;0.0000000
22.8588518;1.0688323;2.4149702;1.5065591;0.1973508;4.0000000;0.0000000
23.0576244;0.8702637;2.4236360;1.5488250;0.2280445;4.0000000;0.0000000
23.2563970;0.6715117;2.4232229;1.5983775;0.2712905;4.0000000;0.0000000
23.4551696;0.4730764;2.4121228;1.6562981;0.3114568;4.0000000;0.0000000
23.6539422;0.2757120;2.3887958;1.7217683;0.3473079;4.0000000;-1.7744481
23.8527149;0.0804358;2.3519074;1.7944657;0.3845288;3.9108281;-3.6016627
24.0514875;-0.1114347;2.3001876;1.8751762;0.4282077;3.7232718;-3.5857464
24.2502601;-0.2981945;2.2323228;1.9651717;0.4783366;3.5266494;-3.5314091
24.4490327;-0.4776822;2.1471102;2.0642104;0.5178630;3.3216504;-3.7430411
24.6478054;-0.6473175;2.0436790;2.1754383;0.6061706;3.0895523;-3.3967613
24.8465780;-0.8037274;1.9212331;2.2932842;0.5720511;2.8626853;-3.0488942
25.0453506;-0.9435852;1.7801909;2.4395966;0.9272817;2.6425165;-0.4687873
25.2441232;-1.0603785;1.6195503;2.5646965;0.3002440;2.6070154;-0.0136185
25.4428959;-1.1576744;1.4464769;2.7311149;1.4003591;2.6059768;-0.0136185
25.6416685;-1.2165997;1.2569481;2.9191430;0.5015222;2.6049379;0.1750438
