#x_m,y_m,w_tr_right_m,w_tr_left_m
2.5500000000000007,2.450000000000003,1.05,1.114213562373095
2.5000000000000018,2.400000000000002,1.1,1.0729530217745982
0.7500000000000018,2.400000000000002,1.05,1.114213562373095
0.7000000000000011,2.3500000000000014,1.1,1.0729530217745982
0.40000000000000036,2.3500000000000014,1.0865424623862048,1.1
0.3500000000000014,2.3000000000000007,1.0647344063956181,1.05
0.3000000000000007,2.3000000000000007,1.0200378782444086,1.05
0.20000000000000107,2.200000000000003,0.9747548783981963,0.9500000000000001
0.15000000000000036,2.200000000000003,0.9298373876248844,0.9500000000000001
0.05000000000000071,2.1000000000000014,0.8926860441876564,0.8500000000000001
1.7763568394002505e-15,2.1000000000000014,0.8510864433221338,0.8500000000000001
-0.049999999999998934,2.0500000000000007,0.840175425099138,0.8
-0.14999999999999858,2.0500000000000007,0.763014581273465,0.8
-0.1999999999999993,2.0,0.7606601717798214,0.75
-0.24999999999999822,2.0,0.7253048327204938,0.75
-0.29999999999999893,1.9500000000000028,0.7253048327204938,0.7000000000000001
-0.3999999999999986,1.9500000000000028,0.6545941546018392,0.7012492197250394
-0.4499999999999993,1.9000000000000021,0.6545941546018392,0.65
-0.4999999999999982,1.9000000000000021,0.6192388155425118,0.65
-0.5499999999999989,1.8500000000000014,0.6219544457292887,0.6000000000000001
-0.6499999999999986,1.8500000000000014,0.5602325267042627,0.6000000000000001
-0.6999999999999993,1.8000000000000007,0.574642784226795,0.55
-0.7999999999999989,1.8000000000000007,0.5131727983645297,0.55
-0.8499999999999996,1.75,0.5131727983645297,0.5
-0.8999999999999986,1.75,0.47781745930520236,0.5
-0.9499999999999993,1.7000000000000028,0.48102496759066543,0.45
-1.049999999999999,1.7000000000000028,0.4211102550927979,0.45
-1.0999999999999996,1.6500000000000021,0.43824115301167005,0.4
-1.2499999999999982,1.6500000000000021,0.370820393249937,0.4071067811865476
-1.299999999999999,1.6000000000000014,0.39641941385920604,0.36708320320631677
-1.3999999999999986,1.6000000000000014,0.36708320320631677,0.39641941385920604
-1.4499999999999993,1.5500000000000007,0.4071067811865476,0.370820393249937
-1.549999999999999,1.5500000000000007,0.4,0.4211102550927979
-1.5999999999999996,1.5,0.45,0.41063352017759486
-1.6999999999999993,1.5,0.45,0.47781745930520236
-1.75,1.4500000000000028,0.5,0.48102496759066543
-1.799999999999999,1.4500000000000028,0.5,0.5200609733428364
-1.8499999999999996,1.4000000000000021,0.55,0.532165848854662
-1.8999999999999986,1.4000000000000021,0.55,0.574642784226795
-1.9499999999999993,1.3500000000000014,0.6000000000000001,0.5944271909999159
-2.0,1.3500000000000014,0.6000000000000001,0.6394147114027968
-2.0999999999999996,1.25,0.7000000000000001,0.6962429422585639
-2.1499999999999986,1.25,0.7000000000000001,0.7440306508910551
-2.5999999999999996,0.8000000000000007,1.1500000000000001,1.1577379737113251
-2.5999999999999996,0.6000000000000014,1.2000000000000002,1.19164338901763
-2.549999999999999,0.5500000000000007,1.1500000000000001,1.1560219778561036
-2.5,0.5500000000000007,1.1500000000000001,1.1080127840328724
-2.3499999999999996,0.40000000000000213,1.0,1.0200378782444086
-2.299999999999999,0.40000000000000213,1.0,0.9747548783981963
-2.1999999999999993,0.3000000000000007,0.9,0.9349089035228468
